"","treated","age","educ","black","hisp","married","nodegree","urban","fsize","re14","re18"
"5700",0,31,14,0,0,1,0,1,4,25243.548828125,25564.669921875
"5701",0,31,14,0,0,1,0,1,2,14270.6611328125,2402.78344726562
"5702",0,31,14,0,0,1,0,0,1,0,0
"5703",0,31,14,0,0,1,0,0,4,22171.35546875,21942.76171875
"5704",0,31,14,0,0,1,0,1,3,24452.2265625,25564.669921875
"5705",0,31,14,0,0,1,0,0,2,22448.85546875,24420.91015625
"5706",0,31,14,0,0,1,0,1,3,25243.548828125,13119.2568359375
"5707",0,31,14,0,0,1,0,1,3,13108.7421875,25564.669921875
"5708",0,31,14,0,0,1,0,1,2,25243.548828125,25564.669921875
"5709",0,31,14,0,0,1,0,1,2,25243.548828125,25564.669921875
"5710",0,31,14,0,0,1,0,0,4,25243.548828125,25564.669921875
"5711",0,31,14,0,0,1,0,0,5,25243.548828125,3143.12451171875
"5712",0,31,14,0,0,1,0,1,1,25243.548828125,24240.626953125
"5713",0,31,14,0,0,1,0,1,2,25243.548828125,25564.669921875
"5714",0,55,8,0,0,0,1,1,1,23369.080078125,25564.669921875
"5715",0,51,10,0,0,1,1,1,2,14412.0966796875,16175.1953125
"5716",0,51,10,0,0,1,1,0,4,19741.88671875,25564.669921875
"5717",0,51,10,0,0,1,1,1,4,25243.548828125,19792.669921875
"5718",0,51,10,0,0,1,1,0,2,21725.564453125,10348.51953125
"5719",0,51,10,0,0,1,1,1,4,25243.548828125,25564.669921875
"5720",0,51,10,0,0,1,1,0,4,14711.0810546875,25564.669921875
"5721",0,51,10,0,0,1,1,1,2,10734.7744140625,23253.505859375
"5722",0,39,14,0,0,1,0,0,3,25014.38671875,11676.9951171875
"5723",0,39,14,0,0,1,0,0,1,10054.451171875,25564.669921875
"5724",0,48,4,0,0,1,1,1,3,17324.951171875,15227.97265625
"5725",0,48,4,0,0,1,1,1,5,8310.677734375,12204.5439453125
"5726",0,49,14,0,0,0,0,0,1,19267.451171875,20890.62109375
"5727",0,44,9,0,0,1,1,1,4,16297.306640625,21834.888671875
"5728",0,54,11,0,1,1,1,1,5,6686.85498046875,8145.22900390625
"5729",0,31,13,0,0,1,0,1,2,10566.4833984375,10446.048828125
"5730",0,31,13,0,0,1,0,1,4,23424.580078125,25564.669921875
"5731",0,31,13,0,0,1,0,0,1,19856.466796875,0
"5732",0,31,13,0,0,1,0,1,4,12868.8388671875,0
"5733",0,31,13,0,0,1,0,0,3,21881.322265625,8281.1796875
"5734",0,31,13,0,0,1,0,1,2,528.145141601562,586.657470703125
"5735",0,31,13,0,0,1,0,1,5,3131.27416992188,16231.3486328125
"5736",0,31,13,0,0,1,0,1,2,19881.533203125,23915.52734375
"5737",0,31,13,0,0,1,0,1,4,25243.548828125,25564.669921875
"5738",0,55,7,0,0,0,1,1,1,9404.564453125,9970.2216796875
"5739",0,51,9,0,0,1,1,1,2,23537.37109375,25564.669921875
"5740",0,35,13,0,0,0,0,0,1,13323.5810546875,9719.0078125
"5741",0,44,8,0,0,1,1,0,5,22525.837890625,23040.712890625
"5742",0,31,11,0,0,1,1,0,1,17772.533203125,17624.845703125
"5743",0,31,18,0,1,1,0,1,2,7462.064453125,25564.669921875
"5744",0,49,13,0,0,0,0,1,1,22640.419921875,21469.888671875
"5745",0,44,8,0,0,1,1,1,6,18118.064453125,13934.9619140625
"5746",0,44,8,0,0,1,1,1,5,3029.22583007812,6029.12451171875
"5747",0,44,8,0,0,1,1,0,3,8769,2365.84033203125
"5748",0,44,8,0,0,1,1,1,3,17194.2578125,22897.373046875
"5749",0,44,8,0,0,1,1,1,4,13223.322265625,9552.0244140625
"5750",0,44,8,0,0,1,1,0,4,7701.9677734375,14161.0537109375
"5751",0,44,8,0,0,1,1,1,1,17681.2265625,20612.80859375
"5752",0,54,10,0,1,1,1,0,6,24599.033203125,25564.669921875
"5753",0,30,18,0,0,1,0,0,4,25243.548828125,11118.4150390625
"5754",0,30,18,0,0,1,0,1,1,25243.548828125,9785.505859375
"5755",0,30,18,0,0,1,0,1,2,25243.548828125,25564.669921875
"5756",0,30,18,0,0,1,0,1,2,25243.548828125,21772.82421875
"5757",0,30,18,0,0,1,0,1,2,25243.548828125,25564.669921875
"5758",0,30,18,0,0,1,0,1,3,19573.59765625,19062.671875
"5759",0,39,11,0,0,1,1,0,1,0,0
"5760",0,31,12,0,0,1,0,1,3,14567.8544921875,22337.314453125
"5761",0,31,12,0,0,1,0,0,2,22821.2421875,24284.958984375
"5762",0,31,12,0,0,1,0,1,6,0,5624.2275390625
"5763",0,31,12,0,0,1,0,0,5,15090.62890625,12797.1123046875
"5764",0,31,12,0,0,1,0,1,5,0,0
"5765",0,31,12,0,0,1,0,0,1,11044.5,0
"5766",0,31,12,0,0,1,0,0,5,6695.806640625,5930.11669921875
"5767",0,31,12,0,0,1,0,1,3,7109.37109375,6110.3994140625
"5768",0,31,12,0,0,1,0,0,5,25243.548828125,25564.669921875
"5769",0,31,12,0,0,1,0,0,2,25243.548828125,25564.669921875
"5770",0,31,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"5771",0,31,12,0,0,1,0,1,3,21752.419921875,21893.99609375
"5772",0,31,12,0,0,1,0,0,2,18916.548828125,15102.365234375
"5773",0,31,12,0,0,1,0,0,2,17269.451171875,25564.669921875
"5774",0,31,12,0,0,1,0,1,4,2477.80639648438,0
"5775",0,31,12,0,0,1,0,0,4,25243.548828125,25564.669921875
"5776",0,31,12,0,0,1,0,1,1,25243.548828125,25564.669921875
"5777",0,31,12,0,0,1,0,1,4,13835.61328125,24443.076171875
"5778",0,31,12,0,0,1,0,0,5,25243.548828125,25564.669921875
"5779",0,31,12,0,0,1,0,1,3,0,0
"5780",0,31,12,0,0,1,0,0,2,16361.7578125,17926.30078125
"5781",0,31,12,0,0,1,0,1,5,10741.935546875,10018.986328125
"5782",0,31,12,0,0,1,0,0,4,25243.548828125,25564.669921875
"5783",0,31,12,0,0,1,0,1,4,25164.7734375,22832.353515625
"5784",0,31,12,0,0,1,0,0,5,6087.0966796875,7694.5224609375
"5785",0,31,12,0,0,1,0,0,4,13629.7255859375,25564.669921875
"5786",0,31,12,0,0,1,0,0,2,20676.435546875,20389.671875
"5787",0,31,12,0,0,1,0,1,2,25035.87109375,23101.298828125
"5788",0,31,12,0,0,1,0,0,4,0,1563.43469238281
"5789",0,31,12,0,0,1,0,0,3,7109.37109375,20716.248046875
"5790",0,31,12,0,0,1,0,1,3,14961.7255859375,21121.146484375
"5791",0,31,12,0,0,1,0,1,3,0,0
"5792",0,31,12,0,0,1,0,1,3,21508.935546875,21938.328125
"5793",0,31,12,0,0,1,0,1,5,25243.548828125,25564.669921875
"5794",0,31,12,0,0,1,0,1,1,16175.564453125,19112.916015625
"5795",0,31,12,0,0,1,0,1,3,17052.822265625,0
"5796",0,31,12,0,0,1,0,1,2,19425,0
"5797",0,31,12,0,0,1,0,1,3,19929.87109375,22394.9453125
"5798",0,31,12,0,0,1,0,1,5,17962.306640625,18663.6875
"5799",0,31,12,0,0,1,0,1,3,25118.2265625,25564.669921875
"5800",0,31,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"5801",0,31,12,0,0,1,0,0,2,25243.548828125,0
"5802",0,31,12,0,0,1,0,1,1,0,15387.56640625
"5803",0,31,12,0,0,1,0,1,4,22266.2421875,25564.669921875
"5804",0,31,12,0,0,1,0,0,3,15985.7900390625,14461.0322265625
"5805",0,31,12,0,0,1,0,0,2,24052.984375,23705.689453125
"5806",0,31,12,0,0,1,0,1,3,20056.984375,0
"5807",0,31,12,0,0,1,0,1,3,25243.548828125,25564.669921875
"5808",0,31,12,0,0,1,0,1,2,0,0
"5809",0,31,12,0,0,1,0,0,2,23540.951171875,23708.64453125
"5810",0,31,12,0,0,1,0,1,4,20128.59765625,15148.1748046875
"5811",0,31,12,0,0,1,0,1,5,20961.09765625,25227.748046875
"5812",0,31,12,0,0,1,0,1,1,8455.693359375,19418.8046875
"5813",0,31,12,0,0,1,0,0,2,25243.548828125,25564.669921875
"5814",0,31,12,0,0,1,0,1,3,25243.548828125,25564.669921875
"5815",0,31,12,0,0,1,0,0,2,25243.548828125,25564.669921875
"5816",0,31,12,0,0,1,0,0,4,25243.548828125,25564.669921875
"5817",0,31,12,0,0,1,0,1,4,15582.9677734375,25564.669921875
"5818",0,31,12,0,0,1,0,1,2,22017.38671875,25116.91796875
"5819",0,31,12,0,0,1,0,1,4,0,0
"5820",0,31,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"5821",0,31,12,0,0,1,0,0,2,25243.548828125,25564.669921875
"5822",0,51,8,0,0,1,1,1,3,25243.548828125,25564.669921875
"5823",0,51,8,0,0,1,1,1,1,16581.966796875,25564.669921875
"5824",0,51,8,0,0,1,1,1,3,22926.87109375,22820.53125
"5825",0,51,8,0,0,1,1,0,5,21707.662109375,17326.34375
"5826",0,51,8,0,0,1,1,1,3,9062.61328125,14109.3330078125
"5827",0,51,8,0,0,1,1,1,4,19430.37109375,23136.765625
"5828",0,51,8,0,0,1,1,1,5,22993.11328125,25564.669921875
"5829",0,51,8,0,0,1,1,0,2,11894.9033203125,6705.92333984375
"5830",0,39,12,0,0,1,0,1,4,19510.935546875,25381.431640625
"5831",0,39,12,0,0,1,0,1,1,22149.87109375,11796.69140625
"5832",0,49,12,0,0,0,0,1,1,11778.5322265625,0
"5833",0,49,12,0,0,0,0,1,1,25243.548828125,25564.669921875
"5834",0,49,12,0,0,0,0,0,1,25243.548828125,22657.982421875
"5835",0,49,12,0,0,0,0,1,1,25243.548828125,25564.669921875
"5836",0,39,10,0,0,1,1,1,2,2886,18761.216796875
"5837",0,44,7,0,0,1,1,1,4,25243.548828125,25564.669921875
"5838",0,39,12,0,0,1,0,1,3,25243.548828125,25564.669921875
"5839",0,39,12,0,0,1,0,1,2,25243.548828125,25564.669921875
"5840",0,39,12,0,0,1,0,1,5,11185.935546875,16686.48828125
"5841",0,39,12,0,0,1,0,1,5,5276.08056640625,3076.62670898438
"5842",0,39,12,0,0,1,0,0,1,25243.548828125,25326.755859375
"5843",0,39,12,0,0,1,0,1,2,22457.806640625,21877.7421875
"5844",0,39,12,0,0,1,0,1,5,25243.548828125,13934.9619140625
"5845",0,44,14,0,1,1,0,0,6,3607.5,0
"5846",0,44,14,0,1,1,0,0,5,25243.548828125,25564.669921875
"5847",0,30,17,0,0,1,0,1,3,25243.548828125,25564.669921875
"5848",0,30,17,0,0,1,0,1,3,25243.548828125,25564.669921875
"5849",0,30,17,0,0,1,0,0,4,723.290344238281,1312.22119140625
"5850",0,51,7,0,0,1,1,1,4,23216.90234375,20626.107421875
"5851",0,51,7,0,0,1,1,1,1,1369.59680175781,0
"5852",0,51,7,0,0,1,1,1,6,9855.7255859375,0
"5853",0,31,9,0,0,1,1,0,4,18997.11328125,22408.24609375
"5854",0,44,6,0,0,1,1,1,1,21129.38671875,25564.669921875
"5855",0,54,8,0,1,1,1,1,2,17699.12890625,20292.140625
"5856",0,30,16,0,0,1,0,1,2,25243.548828125,25564.669921875
"5857",0,30,16,0,0,1,0,0,2,25243.548828125,25564.669921875
"5858",0,30,16,0,0,1,0,1,3,25243.548828125,4629.71728515625
"5859",0,30,16,0,0,1,0,0,1,25243.548828125,22516.119140625
"5860",0,30,16,0,0,1,0,1,3,25243.548828125,25564.669921875
"5861",0,30,16,0,0,1,0,0,2,25243.548828125,25564.669921875
"5862",0,30,16,0,0,1,0,1,6,25243.548828125,25564.669921875
"5863",0,30,16,0,0,1,0,1,5,25243.548828125,25564.669921875
"5864",0,30,16,0,0,1,0,1,5,25243.548828125,25564.669921875
"5865",0,30,16,0,0,1,0,0,1,23739.677734375,25564.669921875
"5866",0,30,16,0,0,1,0,1,5,25243.548828125,25564.669921875
"5867",0,30,16,0,0,1,0,0,3,25243.548828125,0
"5868",0,30,16,0,0,1,0,1,5,23689.548828125,24750.443359375
"5869",0,30,16,0,0,1,0,1,2,15346.6455078125,15216.150390625
"5870",0,30,16,0,0,1,0,1,4,25243.548828125,25564.669921875
"5871",0,39,9,0,0,1,1,1,3,24443.2734375,0
"5872",0,50,12,1,0,1,0,1,2,13217.951171875,14815.6865234375
"5873",0,51,6,0,0,1,1,0,2,3369.38720703125,11037.1396484375
"5874",0,41,12,0,0,0,0,0,1,9365.177734375,3392.86010742188
"5875",0,20,12,0,0,1,0,1,4,9409.935546875,3115.04760742188
"5876",0,20,12,0,0,1,0,0,1,12039.9189453125,14135.9326171875
"5877",0,44,12,0,1,1,0,1,4,24982.162109375,25564.669921875
"5878",0,44,12,0,1,1,0,0,5,14467.5966796875,0
"5879",0,30,15,0,0,1,0,0,3,23839.935546875,24123.88671875
"5880",0,52,12,0,0,0,0,0,1,0,0
"5881",0,39,8,0,0,1,1,1,5,25243.548828125,25564.669921875
"5882",0,39,8,0,0,1,1,1,4,25243.548828125,25564.669921875
"5883",0,39,8,0,0,1,1,1,4,9381.2900390625,12913.8525390625
"5884",0,39,8,0,0,1,1,0,5,10161.87109375,21531.953125
"5885",0,39,8,0,0,1,1,1,4,12283.4033203125,15993.4345703125
"5886",0,53,9,1,0,1,1,0,2,0,0
"5887",0,55,3,0,0,0,1,1,1,0,0
"5888",0,51,5,0,0,1,1,1,4,17095.791015625,14552.6513671875
"5889",0,52,10,0,0,0,1,0,1,25243.548828125,25564.669921875
"5890",0,31,7,0,0,1,1,0,3,10000.7421875,12036.0830078125
"5891",0,54,6,0,1,1,1,1,3,5084.51611328125,2036.30725097656
"5892",0,30,14,0,0,1,0,0,3,25243.548828125,25564.669921875
"5893",0,30,14,0,0,1,0,1,5,21469.548828125,22140.77734375
"5894",0,30,14,0,0,1,0,1,1,0,0
"5895",0,30,14,0,0,1,0,1,3,2314.88720703125,21876.263671875
"5896",0,30,14,0,0,1,0,1,2,18381.2421875,21149.22265625
"5897",0,30,14,0,0,1,0,1,3,18080.466796875,19746.859375
"5898",0,30,14,0,0,1,0,1,5,25243.548828125,25564.669921875
"5899",0,30,14,0,0,1,0,0,3,7755.67724609375,24941.068359375
"5900",0,30,14,0,0,1,0,1,4,11599.5,15083.1552734375
"5901",0,30,14,0,0,1,0,1,2,25243.548828125,25564.669921875
"5902",0,39,7,0,0,1,1,1,1,19971.048828125,14406.3564453125
"5903",0,44,9,0,1,1,1,1,4,14886.5322265625,12634.5625
"5904",0,16,10,0,0,0,1,1,1,0,11139.1025390625
"5905",0,16,10,0,0,0,1,1,1,0,7854.11669921875
"5906",0,16,10,0,0,0,1,1,1,603.338684082031,4826.2548828125
"5907",0,51,4,0,0,1,1,0,3,17074.306640625,22962.392578125
"5908",0,51,4,0,0,1,1,1,2,2748.14526367188,10097.3056640625
"5909",0,29,18,0,0,1,0,1,2,25243.548828125,25564.669921875
"5910",0,29,18,0,0,1,0,1,4,25243.548828125,25564.669921875
"5911",0,29,18,0,0,1,0,1,5,25243.548828125,0
"5912",0,29,18,0,0,1,0,0,1,22930.451171875,25564.669921875
"5913",0,29,18,0,0,1,0,0,2,25243.548828125,25564.669921875
"5914",0,29,18,0,0,1,0,0,3,21263.662109375,25564.669921875
"5915",0,29,18,0,0,1,0,1,2,0,0
"5916",0,29,18,0,0,1,0,0,4,21886.693359375,25564.669921875
"5917",0,29,18,0,0,1,0,1,4,24409.2578125,25564.669921875
"5918",0,29,18,0,0,1,0,0,2,8353.6455078125,24432.73046875
"5919",0,29,18,0,0,1,0,0,4,13473.9677734375,17802.171875
"5920",0,29,18,0,0,1,0,0,4,21618.14453125,23435.265625
"5921",0,29,18,0,0,1,0,0,2,25243.548828125,25564.669921875
"5922",0,16,10,0,0,0,1,0,1,2028.43542480469,16420.498046875
"5923",0,16,10,0,0,0,1,0,1,91.3064498901367,6105.96630859375
"5924",0,16,10,0,0,0,1,0,1,0,0
"5925",0,16,10,0,0,0,1,0,1,0,725.563720703125
"5926",0,16,10,0,0,0,1,0,1,80.5645141601562,21063.513671875
"5927",0,16,10,0,0,0,1,0,1,0,7679.7451171875
"5928",0,16,10,0,0,0,1,0,1,520.98388671875,9925.8896484375
"5929",0,16,10,0,0,0,1,1,1,2621.0322265625,5729.14599609375
"5930",0,16,10,0,0,0,1,1,1,1530.72583007812,2325.94165039062
"5931",0,16,10,0,0,0,1,0,1,0,8733.3642578125
"5932",0,16,10,0,0,0,1,0,1,4132.064453125,6301.02587890625
"5933",0,51,9,0,1,1,1,1,3,18988.162109375,15876.6943359375
"5934",0,51,9,0,1,1,1,1,2,25243.548828125,25564.669921875
"5935",0,48,3,0,1,1,1,0,5,10969.306640625,6441.41015625
"5936",0,30,13,0,0,1,0,0,2,17070.7265625,21599.9296875
"5937",0,30,13,0,0,1,0,1,4,15817.5,12355.271484375
"5938",0,30,13,0,0,1,0,1,3,21483.87109375,25564.669921875
"5939",0,30,13,0,0,1,0,0,2,25243.548828125,25564.669921875
"5940",0,30,13,0,0,1,0,0,5,17563.064453125,24949.935546875
"5941",0,30,13,0,0,1,0,1,5,15097.7900390625,22776.19921875
"5942",0,30,13,0,0,1,0,0,1,14369.12890625,15850.095703125
"5943",0,30,13,0,0,1,0,0,2,25243.548828125,25564.669921875
"5944",0,30,13,0,0,1,0,0,5,25243.548828125,25564.669921875
"5945",0,30,13,0,0,1,0,1,6,22801.548828125,22584.095703125
"5946",0,39,6,0,0,1,1,1,5,2450.95166015625,25564.669921875
"5947",0,39,6,0,0,1,1,1,3,14127.435546875,13902.451171875
"5948",0,16,9,0,0,0,1,0,1,320.467742919922,3707.61596679688
"5949",0,29,17,0,0,1,0,0,4,17545.162109375,21870.353515625
"5950",0,29,17,0,0,1,0,1,4,22593.87109375,25564.669921875
"5951",0,29,17,0,0,1,0,0,1,553.209655761719,0
"5952",0,52,8,0,0,0,1,0,1,17883.533203125,1885.5791015625
"5953",0,52,8,0,0,0,1,1,1,13837.4033203125,2652.51928710938
"5954",0,52,8,0,0,0,1,1,1,16564.064453125,12006.5283203125
"5955",0,16,9,0,0,0,1,0,1,0,8604.8017578125
"5956",0,16,9,0,0,0,1,1,1,832.5,7697.4775390625
"5957",0,16,9,0,0,0,1,1,1,2331,4945.95068359375
"5958",0,16,9,0,0,0,1,0,1,134.274200439453,141.861755371094
"5959",0,16,9,0,0,0,1,1,1,4115.95166015625,8016.66650390625
"5960",0,16,9,0,0,0,1,1,1,0,3734.21508789062
"5961",0,16,9,0,0,0,1,0,1,293.612915039062,1799.87097167969
"5962",0,30,12,0,0,1,0,0,6,4755.0966796875,0
"5963",0,39,5,0,0,1,1,0,5,1434.04833984375,18323.80859375
"5964",0,54,4,0,1,1,1,1,5,13180.3544921875,13741.3798828125
"5965",0,30,10,0,0,1,1,1,1,0,3151.99072265625
"5966",0,30,12,0,0,1,0,1,5,3806.22583007812,2942.15356445312
"5967",0,30,12,0,0,1,0,1,3,16592.708984375,18311.98828125
"5968",0,30,12,0,0,1,0,0,5,3804.435546875,25564.669921875
"5969",0,30,12,0,0,1,0,0,2,17604.2421875,19133.603515625
"5970",0,30,12,0,0,1,0,0,4,25243.548828125,25564.669921875
"5971",0,30,12,0,0,1,0,1,3,0,0
"5972",0,30,12,0,0,1,0,0,2,0,0
"5973",0,30,12,0,0,1,0,0,2,25243.548828125,25564.669921875
"5974",0,30,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"5975",0,30,12,0,0,1,0,1,4,22767.533203125,7571.87109375
"5976",0,30,12,0,0,1,0,0,1,12174.193359375,14620.626953125
"5977",0,30,12,0,0,1,0,1,4,9982.8388671875,8598.890625
"5978",0,30,12,0,0,1,0,1,5,25243.548828125,25564.669921875
"5979",0,30,12,0,0,1,0,0,3,22561.64453125,25564.669921875
"5980",0,30,12,0,0,1,0,0,2,18499.40234375,20822.64453125
"5981",0,30,12,0,0,1,0,1,5,23431.7421875,25564.669921875
"5982",0,30,12,0,0,1,0,1,4,25243.548828125,25564.669921875
"5983",0,30,12,0,0,1,0,1,4,18751.837890625,25564.669921875
"5984",0,30,12,0,0,1,0,1,5,16906.015625,25564.669921875
"5985",0,30,12,0,0,1,0,1,4,20946.7734375,25564.669921875
"5986",0,30,12,0,0,1,0,1,2,25243.548828125,25564.669921875
"5987",0,30,12,0,0,1,0,0,2,17391.193359375,20574.38671875
"5988",0,30,12,0,0,1,0,0,4,25243.548828125,25564.669921875
"5989",0,30,12,0,0,1,0,0,3,22622.515625,24039.65625
"5990",0,30,12,0,0,1,0,0,3,25243.548828125,25564.669921875
"5991",0,30,12,0,0,1,0,1,3,19362.337890625,22514.642578125
"5992",0,30,12,0,0,1,0,1,3,0,3104.70361328125
"5993",0,30,12,0,0,1,0,0,5,19958.515625,25564.669921875
"5994",0,30,12,0,0,1,0,0,1,4629.7744140625,22773.244140625
"5995",0,30,12,0,0,1,0,1,3,4049.70971679688,25564.669921875
"5996",0,30,12,0,0,1,0,0,2,17563.064453125,25564.669921875
"5997",0,30,12,0,0,1,0,1,3,0,0
"5998",0,30,12,0,0,1,0,1,5,20373.87109375,24193.33984375
"5999",0,30,12,0,0,1,0,1,3,25053.7734375,25564.669921875
"6000",0,30,12,0,0,1,0,1,4,25241.7578125,25564.669921875
"6001",0,30,12,0,0,1,0,1,2,16605.2421875,18354.841796875
"6002",0,30,12,0,0,1,0,0,1,15502.4033203125,16188.494140625
"6003",0,30,12,0,0,1,0,0,4,14453.2744140625,15074.2890625
"6004",0,30,12,0,0,1,0,0,3,24330.484375,20931.99609375
"6005",0,30,12,0,0,1,0,0,2,24475.5,25564.669921875
"6006",0,30,12,0,0,1,0,0,3,25243.548828125,23451.521484375
"6007",0,39,12,0,1,1,0,0,3,16726.984375,16801.751953125
"6008",0,39,12,0,1,1,0,0,2,17437.7421875,25226.26953125
"6009",0,30,10,0,0,1,1,1,2,25243.548828125,25564.669921875
"6010",0,16,8,0,0,0,1,1,1,0,0
"6011",0,29,16,0,0,1,0,1,5,25243.548828125,25564.669921875
"6012",0,29,16,0,0,1,0,0,1,19426.791015625,21729.96875
"6013",0,29,16,0,0,1,0,1,2,13964.5166015625,21427.03515625
"6014",0,29,16,0,0,1,0,1,3,23988.533203125,25564.669921875
"6015",0,29,16,0,0,1,0,1,2,15720.822265625,25564.669921875
"6016",0,29,16,0,0,1,0,1,4,25243.548828125,25564.669921875
"6017",0,29,16,0,0,1,0,0,4,25243.548828125,25564.669921875
"6018",0,29,16,0,0,1,0,1,2,15264.2900390625,8253.1025390625
"6019",0,29,16,0,0,1,0,1,4,25243.548828125,25564.669921875
"6020",0,29,16,0,0,1,0,1,4,21326.322265625,20147.32421875
"6021",0,29,16,0,0,1,0,1,2,25243.548828125,25564.669921875
"6022",0,29,16,0,0,1,0,1,3,18631.88671875,19992.162109375
"6023",0,29,16,0,0,1,0,0,1,25236.38671875,25564.669921875
"6024",0,29,16,0,0,1,0,1,3,21349.59765625,8666.8662109375
"6025",0,29,16,0,0,1,0,1,5,25243.548828125,25564.669921875
"6026",0,29,16,0,0,1,0,0,3,25243.548828125,25564.669921875
"6027",0,29,16,0,0,1,0,0,4,14003.9033203125,7127.0751953125
"6028",0,29,16,0,0,1,0,1,5,5277.87109375,4430.22412109375
"6029",0,29,16,0,0,1,0,0,2,25243.548828125,1703.81872558594
"6030",0,16,8,0,0,0,1,1,1,295.403228759766,1539.79113769531
"6031",0,16,8,0,0,0,1,1,1,0,4795.22265625
"6032",0,21,13,0,0,1,0,1,4,8729.61328125,14870.3623046875
"6033",0,30,9,0,0,1,1,0,3,10425.048828125,9175.2041015625
"6034",0,29,15,0,0,1,0,1,2,0,1588.55603027344
"6035",0,29,15,0,0,1,0,1,5,25243.548828125,25564.669921875
"6036",0,29,15,0,0,1,0,0,2,25243.548828125,24081.033203125
"6037",0,29,15,0,0,1,0,1,4,25243.548828125,25564.669921875
"6038",0,37,8,1,0,1,1,0,3,18302.466796875,11613.453125
"6039",0,21,12,0,0,1,0,1,2,10117.11328125,24998.701171875
"6040",0,21,12,0,0,1,0,0,5,19106.322265625,25564.669921875
"6041",0,22,16,0,0,1,0,0,5,5587.5966796875,25564.669921875
"6042",0,28,18,0,0,1,0,1,1,22139.12890625,3231.7880859375
"6043",0,28,18,0,0,1,0,1,2,25243.548828125,25564.669921875
"6044",0,28,18,0,0,1,0,1,5,17802.966796875,25564.669921875
"6045",0,28,18,0,0,1,0,1,6,2508.24194335938,21521.609375
"6046",0,28,18,0,0,1,0,0,5,22402.306640625,25564.669921875
"6047",0,28,18,0,0,1,0,1,3,22982.37109375,0
"6048",0,28,18,0,0,1,0,0,3,25243.548828125,25564.669921875
"6049",0,30,8,0,0,1,1,1,4,0,24044.08984375
"6050",0,29,14,0,0,1,0,1,4,25243.548828125,25564.669921875
"6051",0,29,14,0,0,1,0,1,1,25243.548828125,25564.669921875
"6052",0,29,14,0,0,1,0,1,6,445.790313720703,823.093688964844
"6053",0,29,14,0,0,1,0,1,4,25243.548828125,25564.669921875
"6054",0,29,14,0,0,1,0,1,1,18848.515625,25564.669921875
"6055",0,29,14,0,0,1,0,1,2,22586.708984375,20923.130859375
"6056",0,29,14,0,0,1,0,0,2,1895.95166015625,7217.216796875
"6057",0,29,14,0,0,1,0,0,2,25243.548828125,25564.669921875
"6058",0,28,17,0,0,1,0,1,3,17369.708984375,19015.384765625
"6059",0,28,17,0,0,1,0,0,1,19100.951171875,18272.08984375
"6060",0,28,17,0,0,1,0,1,3,25243.548828125,25564.669921875
"6061",0,28,17,0,0,1,0,0,2,22515.09765625,25564.669921875
"6062",0,28,17,0,0,1,0,0,6,18132.38671875,20595.076171875
"6063",0,28,17,0,0,1,0,0,5,1788.5322265625,3103.22583007812
"6064",0,38,18,0,0,1,0,1,5,0,0
"6065",0,53,3,1,0,1,1,0,1,20096.37109375,21465.45703125
"6066",0,45,13,0,0,0,0,0,1,22323.533203125,22703.791015625
"6067",0,29,13,0,0,1,0,1,3,12218.951171875,10147.548828125
"6068",0,29,13,0,0,1,0,1,5,25243.548828125,25564.669921875
"6069",0,29,13,0,0,1,0,0,2,15341.2744140625,17259.845703125
"6070",0,29,13,0,0,1,0,0,4,21926.080078125,24286.435546875
"6071",0,29,13,0,0,1,0,0,3,22806.919921875,24527.306640625
"6072",0,29,13,0,0,1,0,1,2,25243.548828125,25564.669921875
"6073",0,29,13,0,0,1,0,0,2,1541.4677734375,0
"6074",0,29,13,0,0,1,0,0,4,8815.548828125,6194.6298828125
"6075",0,29,13,0,0,1,0,1,4,11597.7099609375,16144.1630859375
"6076",0,29,13,0,0,1,0,1,1,8013.48388671875,25564.669921875
"6077",0,29,13,0,0,1,0,1,4,18989.951171875,25043.033203125
"6078",0,29,13,0,0,1,0,0,5,13427.4189453125,25564.669921875
"6079",0,29,13,0,0,1,0,0,3,0,8068.38720703125
"6080",0,29,11,0,0,1,1,1,2,14816.7099609375,23940.6484375
"6081",0,52,12,0,0,1,0,1,5,19405.306640625,25564.669921875
"6082",0,54,0,0,1,1,1,0,4,0,9036.2978515625
"6083",0,28,16,0,0,1,0,1,4,25214.90234375,25564.669921875
"6084",0,28,16,0,0,1,0,0,5,25243.548828125,25564.669921875
"6085",0,28,16,0,0,1,0,0,4,24565.015625,25480.439453125
"6086",0,28,16,0,0,1,0,1,2,25243.548828125,25564.669921875
"6087",0,28,16,0,0,1,0,1,2,25243.548828125,25564.669921875
"6088",0,28,16,0,0,1,0,1,4,6178.4033203125,6979.302734375
"6089",0,28,16,0,0,1,0,1,3,0,432.973876953125
"6090",0,28,16,0,0,1,0,1,3,25243.548828125,25564.669921875
"6091",0,28,16,0,0,1,0,1,3,25243.548828125,25564.669921875
"6092",0,28,16,0,0,1,0,1,3,5231.32275390625,25564.669921875
"6093",0,28,16,0,0,1,0,0,5,0,0
"6094",0,28,16,0,0,1,0,1,1,18028.548828125,899.935485839844
